10.219999,10.86,10.219999,8.86,7.24,7.24,6.26,5.1,5.1,5.1,5.1,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.86,12,10.86,12.54,13.54,13.04,12,11.44,10.219999,9.559999,8.08,8.86,8.86,6.26,6.26,8.86,10.219999,13.04,13.54,14.48,16.18,17.719999,14.92,16.18,17.719999,22.02,21.4,9.559999,14.92,8.08,5.1,11.44,12.54,14.48,10.86,14.02,13.54,12,12,10.86,9.559999,7.24,5.1,0,0,0,0,0,0,3.62,5.1,6.26,8.08,8.86,8.86,9.559999,10.219999,10.86,10.86,10.86,10.86,10.219999,10.219999,9.559999
13.54,11.44,10.86,11.44,13.54,13.54,14.48,14.02,13.54,12.54,12,10.86,10.219999,9.559999,8.86,8.08,8.08,7.24,6.26,7.24,6.26,6.26,5.1,5.1,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.78,17.719999,18.799999,19.139999,18.799999,17.359999,16.58,16.18,16.58,17.719999,18.799999,18.459999,19.48,21.1,22.6,24,24.539999,23.18,18.799999,18.1,16.98,14.48,12.54,10.219999,10.86,11.44,8.86,3.62,3.62,3.62,3.62,0,0,8.08,9.559999,7.24,0,0,8.08,9.559999,6.26,8.08,8.08,11.44,13.04,14.02,14.02,12.54,11.44,10.219999,8.08,6.26,3.62,0,0,0,0,0,0,0,0,0,0,3.62
10.219999,10.219999,10.86,10.219999,10.219999,9.559999,9.559999,9.559999,8.86,8.86,8.08,8.08,7.24,7.24,6.26,6.26,5.1,5.1,3.62,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,3.62,3.62,0,0,0,0,0,0,0,0
11.44,11.44,10.86,10.219999,8.86,8.86,8.08,7.24,6.26,7.24,7.24,6.26,6.26,3.62,3.62,3.62,0,0,0,0,0,0,0,0,0,3.62,3.62,3.62,3.62,3.62,0,0,0,0,3.62,0,0,0,0,0,0,0,0,3.62,3.62,5.1,5.1,6.26,6.26,7.24,7.24,7.24,7.24,7.24,7.24,6.26,6.26,6.26,5.1,5.1,5.1,5.1,5.1,5.1
8.08,7.24,13.54,16.98,23.74,23.18,26.599998,25.08,23.74,20.139999,16.58,12.54,8.86,6.26,3.62,0,0,0,5.1,6.26,8.08,9.559999,10.86,12,12.54,13.04,13.04,13.54,13.54,13.04,13.04,12,11.44,10.86,10.219999,9.559999,9.559999,8.86,8.08,7.24,7.24,6.26,6.26,5.1,5.1,5.1,5.1,3.62,3.62,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.04,11.44,8.86,8.08,8.86,9.559999,9.559999,10.219999,11.44,11.44,11.44,12.54,12,11.44,11.44,10.86,9.559999,8.86,8.86,10.219999,10.86,12,11.44,10.86,10.219999,8.86,7.24,5.1,5.1,6.26,5.1,3.62,3.62,6.26,8.86,9.559999,9.559999,8.86,7.24,5.1,3.62,3.62,0,3.62,3.62,5.1,5.1,5.1,3.62,5.1,7.24,8.86,7.24,5.1,5.1,5.1,6.26,6.26,6.26,6.26,6.26,6.26,5.1,3.62
13.04,14.02,12.54,12,13.04,11.44,12.54,11.44,10.86,11.44,11.44,10.86,10.86,11.44,11.44,11.44,11.44,11.44,10.86,10.219999,10.219999,9.559999,9.559999,10.86,11.44,11.44,11.44,10.219999,7.24,5.1,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,0,0,0,0,0,0,0,3.62,3.62,0,0,0,0,0,0,0,5.1,8.08,8.86,8.86,8.08,8.08,8.08,8.08,8.08
10.86,11.44,10.86,10.86,10.86,10.219999,10.219999,10.219999,9.559999,9.559999,9.559999,8.86,8.86,8.08,8.08,8.08,8.08,8.08,7.24,7.24,8.08,8.08,8.08,8.08,8.86,10.219999,9.559999,10.86,10.219999,9.559999,8.08,8.86,10.219999,14.02,16.18,16.58,12.54,6.26,6.26,9.559999,8.08,7.24,8.86,13.04,13.04,10.86,10.86,12,13.54,12.54,11.44,9.559999,8.08,0,3.62,0,0,0,3.62,3.62,0,0,0,0
10.86,11.44,12,12.54,12.54,12.54,12.54,12,11.44,10.86,10.219999,9.559999,8.86,8.86,8.08,8.08,8.08,7.24,7.24,8.86,12,11.44,12.54,11.44,10.219999,10.86,9.559999,10.219999,9.559999,8.86,9.559999,8.86,9.559999,8.86,8.86,8.86,8.86,9.559999,8.86,8.86,10.219999,13.04,16.98,17.719999,16.18,17.359999,17.359999,17.359999,17.719999,15.78,15.339999,14.48,14.92,14.48,13.04,13.54,9.559999,8.86,9.559999,11.44,12.54,11.44,13.04,12.54
12,10.86,11.44,13.54,14.02,15.78,14.48,16.98,14.02,14.02,15.339999,13.04,17.359999,14.02,14.02,16.58,16.98,16.58,18.1,16.98,16.98,8.86,11.44,5.1,10.219999,13.54,5.1,9.559999,8.08,5.1,0,0,5.1,5.1,7.24,8.08,8.86,9.559999,9.559999,8.08,6.26,5.1,3.62,3.62,0,0,0,0,0,0,3.62,3.62,5.1,6.26,6.26,6.26,5.1,5.1,3.62,3.62,3.62,3.62,3.62,5.1
10.219999,8.86,8.86,8.86,8.86,8.86,9.559999,9.559999,9.559999,9.559999,9.559999,9.559999,9.559999,9.559999,9.559999,10.219999,9.559999,10.219999,9.559999,9.559999,10.219999,9.559999,10.219999,10.219999,10.219999,10.219999,8.86,8.86,8.86,8.86,10.219999,11.44,12.54,13.54,13.04,12.54,9.559999,7.24,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62
13.54,13.04,13.54,13.54,12.54,13.04,12.54,12,12,11.44,11.44,10.86,11.44,10.86,11.44,10.86,11.44,10.86,11.44,10.86,12,10.86,11.44,11.44,10.86,12,11.44,12,10.86,10.219999,11.44,10.86,10.219999,11.44,10.219999,9.559999,10.219999,9.559999,8.86,8.86,8.86,8.08,7.24,6.26,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,5.1,8.08,10.219999,12,12.54
10.219999,10.86,12,11.44,10.86,11.44,10.219999,9.559999,9.559999,8.86,8.86,8.08,8.86,8.08,8.86,8.08,8.86,8.86,8.08,9.559999,8.86,9.559999,8.86,8.86,9.559999,8.86,8.86,9.559999,8.86,8.86,8.86,8.08,8.08,8.86,8.08,8.08,8.08,7.24,6.26,7.24,8.08,6.26,6.26,6.26,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
