8.86,9.559999,8.08,6.26,7.24,8.08,5.1,3.62,3.62,3.62,3.62,5.1,6.26,7.24,6.26,7.24,3.62,0,6.26,9.559999,11.44,12.54,13.04,12.54,12,13.04,14.02,14.02,12,8.86,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,7.24,7.24,7.24,6.26,5.1,0,0
8.86,9.559999,8.86,7.24,6.26,3.62,5.1,8.08,8.86,8.86,18.1,22.299999,15.339999,8.08,7.24,14.02,15.339999,16.18,10.219999,9.559999,8.86,8.08,5.1,6.26,8.86,8.86,5.1,7.24,3.62,8.08,7.24,10.219999,11.44,12,11.44,12.54,9.559999,6.26,7.24,9.559999,12,12.54,10.219999,8.08,5.1,3.62,3.62,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.459999,15.78,10.219999,7.24,0,7.24,10.86,11.44,9.559999,8.08,7.24,9.559999,9.559999,9.559999,8.08,7.24,8.08,8.86,8.86,8.86,8.08,9.559999,10.86,6.26,3.62,6.26,9.559999,10.86,9.559999,6.26,7.24,6.26,5.1,3.62,5.1,8.08,3.62,0,8.86,5.1,3.62,3.62,0,0,3.62,3.62,6.26,3.62,5.1,5.1,6.26,7.24,5.1,6.26,7.24,6.26,7.24,7.24,5.1,5.1,5.1,5.1,5.1,5.1
13.54,15.78,16.98,16.58,15.78,14.48,14.02,13.54,11.44,9.559999,6.26,3.62,0,0,0,0,0,0,0,0,0,9.559999,20.139999,16.58,16.18,16.18,14.92,6.26,6.26,6.26,6.26,8.08,8.08,8.86,9.559999,8.86,9.559999,6.26,5.1,3.62,0,0,3.62,8.08,16.18,23.18,6.26,8.08,14.02,12.54,14.48,16.18,15.78,10.86,10.86,10.86,10.219999,7.24,7.24,5.1,6.26,5.1,7.24,7.24
12,13.04,13.04,13.04,12,10.86,10.219999,9.559999,8.86,7.24,6.26,6.26,7.24,7.24,7.24,8.08,8.08,7.24,6.26,5.1,5.1,5.1,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.02,22.879999,15.78,14.48,14.02,14.92,8.08,8.08,8.86,8.86,10.219999,8.86,8.08,7.24,5.1,3.62,3.62,3.62,0
24.82,22.879999,19.48,16.98,14.92,10.219999,8.08,7.24,7.24,10.86,10.219999,10.219999,6.26,8.86,16.58,18.799999,17.359999,18.459999,17.719999,20.459999,21.719999,19.82,16.98,14.02,13.04,13.04,10.86,8.86,7.24,8.08,5.1,3.62,0,3.62,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,5.1,5.1
10.219999,10.219999,9.559999,9.559999,9.559999,9.559999,9.559999,9.559999,10.219999,9.559999,8.08,7.24,5.1,3.62,3.62,3.62,3.62,3.62,0,0,0,13.54,17.359999,15.339999,15.78,14.92,14.92,12,3.62,7.24,8.08,6.26,8.86,10.219999,12,10.219999,10.219999,10.219999,7.24,3.62,0,0,0,0,0,0,7.24,21.4,13.54,0,8.86,13.54,16.18,16.98,12.54,11.44,10.219999,10.219999,7.24,5.1,3.62,5.1,5.1,6.26
12.54,9.559999,10.219999,8.08,8.86,6.26,5.1,6.26,8.86,6.26,7.24,8.08,6.26,5.1,5.1,5.1,8.86,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,3.62,3.62,3.62,0,0,0,0,3.62,3.62,3.62,3.62,5.1,5.1,5.1,6.26,7.24,7.24,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,5.1
11.44,11.44,12,12,12,12,12,12,11.44,10.86,9.559999,8.86,8.86,8.08,7.24,6.26,6.26,5.1,3.62,0,0,0,0,0,3.62,3.62,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,3.62,3.62,3.62,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.18,24,20.779999,19.82,17.719999,16.98,16.18
25.08,28.5,27.08,24.82,24.279999,16.98,14.92,13.54,13.54,16.58,14.02,13.54,12,11.44,10.219999,8.86,6.26,3.62,0,0,0,5.1,16.18,23.18,11.44,3.62,14.48,18.799999,22.6,18.799999,14.92,14.02,12,12.54,8.08,6.26,3.62,3.62,0,6.26,8.08,6.26,3.62,3.62,9.559999,13.04,14.92,15.78,18.799999,20.139999,20.459999,20.779999,21.719999,20.779999,19.139999,16.58,16.18,16.18,16.18,15.78,14.48,13.04,10.86,10.219999
13.04,15.339999,16.98,18.1,19.139999,18.799999,18.1,17.719999,16.58,15.78,14.48,14.02,13.04,12.54,11.44,10.86,10.219999,9.559999,8.86,8.08,7.24,5.1,5.1,3.62,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.92,13.54,12.54,12,12,8.86,3.62,6.26,7.24,7.24,9.559999,9.559999,8.86,7.24,5.1,5.1,5.1,0,0,0,3.62,5.1,12.54,25.599998
9.559999,9.559999,8.86,8.08,6.26,3.62,3.62,5.1,3.62,5.1,5.1,7.24,19.139999,23.459999,16.58,5.1,10.219999,16.58,18.459999,20.779999,18.1,13.04,10.86,10.86,8.08,7.24,7.24,6.26,6.26,3.62,3.62,3.62,0,0,6.26,9.559999,11.44,14.02,18.459999,17.719999,20.779999,20.779999,18.1,16.98,15.78,13.04,14.02,12,12.54,10.86,7.24,6.26,5.1,6.26,5.1,3.62,3.62,3.62,3.62,0,0,0,0,0
13.04,14.48,15.78,16.58,17.359999,17.359999,17.359999,16.98,16.58,15.78,14.92,14.48,14.02,14.48,14.02,13.54,13.04,12,11.44,9.559999,8.08,7.24,6.26,5.1,5.1,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,0,0,0,0,0,0,0,0,0,0,0,0,9.559999,91.799995,54.779999,39.639999,40.939999,41.579998,32.380001,10.219999,25.84,33.559998,36.200001,32.380001
